Timestamp,Selection,Current_Bank,Region,Bank_Choice_Criterion,Fee_Influence,Account_Interest,Branch_Location_Importance,Family_Influence,Account_Benefits,Online_Banking_Importance,Online_Platform_Features,Customer_Service_Importance,Bank_Service_Exp,Reason_Choose_Other_Bank,Bank_Concerns,Service_Support_Expectations,Likelihood_Open_Elsewhere,Interested_Bank_Service,Experience_Influence_Change,Current_Challenges,ATM_Availability_Importance,Preferred_Communication,Banks_Considering,Likelihood_Bank_Change
8/13/2024 14:35:11,Je suis intéressé(e) par une autre banque,Banque Populaire,Oriental,Bon service client,Neutre,Compte courant,Très important,Neutre,Plus d'options de compte,Neutre,Gestion complète du compte,Très important,Excellente,Meilleur service client,"Oui, des préoccupations liées au service",Frais et taux compétitifs,Probable,Banque d'affaires,Neutre,Emplacements des agences inconvénients,Très importants,Par téléphone,Attijariwafa Bank,6
8/13/2024 14:40:07,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Drâa-Tafilalet,Bon service client,Très influents,Compte courant,Pas important du tout,Influencé,Plus d'options de compte,Très importante,Haute sécurité,Très important,Très mauvaise,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Neutre,Comptes courants,Très influencé,Mauvais service client,Très importants,Par téléphone,Attijariwafa Bank,10
8/13/2024 14:58:04,Je suis intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Fonctionnalités en ligne,Peu influents,Compte courant,Très important,Influencé,Plus d'options de compte,Très importante,Gestion complète du compte,Très important,Bonne,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Peu influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,BMCE Bank of Africa,5
8/13/2024 14:58:04,Je suis intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Fonctionnalités en ligne,Peu influents,Compte courant,Très important,Influencé,Plus d'options de compte,Très importante,Gestion complète du compte,Très important,Bonne,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Peu influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,CIH,5
8/13/2024 15:08:36,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Fonctionnalités en ligne,Influents,Compte courant,Pas important du tout,Neutre,Plus d'options de compte,Très importante,Gestion complète du compte,Important,Bonne,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Neutre,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Importants,Application mobile,CIH,0
8/13/2024 15:16:17,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Très important,Très influencé,Taux d'intérêt compétitifs,Importante,Mise à jour rapide ,Très important,Neutre,Rien ,"Oui, des préoccupations liées au service",Excellent service client,Peu probable,Comptes courants,Très influencé,Un retard au niveau de l’application ,Très importants,En personne,None,2
8/13/2024 16:17:26,Je suis intéressé(e) par une autre banque,Banque Populaire,Fes-Meknes,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,BMCI BNP Paribas,7
8/13/2024 16:21:55,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Options de compte,Influents,Compte courant,Important,Peu influencé,Plus d'options de compte,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Influencé,Mauvais service client,Très importants,En personne,Attijariwafa Bank,7
8/13/2024 17:31:05,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Influents,Compte courant,Important,Influencé,Frais plus bas,Très importante,Haute sécurité,Important,Bonne,Sécurité,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très probable,Comptes courants,Très influencé,Sécurité,Importants,Application mobile,Banque Populaire,10
8/13/2024 17:31:05,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Influents,Compte courant,Important,Influencé,Frais plus bas,Très importante,Haute sécurité,Important,Bonne,Sécurité,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très probable,Comptes courants,Très influencé,Sécurité,Importants,Application mobile,BMCE Bank of Africa,10
8/13/2024 19:41:38,Je suis intéressé(e) par une autre banque,CIH,Fes-Meknes,Fonctionnalités en ligne,Neutre,Compte courant,Important,Influencé,Plus d'options de compte,Importante,Haute sécurité,Neutre,Neutre,Meilleur service client,Aucune préoccupation,Frais et taux compétitifs,Neutre,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Importants,En personne,CIH,9
8/13/2024 20:25:46,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Applique la finance avec les normes de l'islam,Neutre,Compte courant,Important,Influencé,N/A,Très importante,Tous les choix,Très important,Neutre,Refer to 3.,"1, 2 et 3 ",Excellent service client,Très probable,Refer to 3 ,Neutre,Emplacements des agences inconvénients,Très importants,Chat en ligne,Les banques participatives ( if exist ),9
8/14/2024 1:27:06,Je suis intéressé(e) par une autre banque,Société Générale,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Mauvais service client,Peu importants,Application mobile,Attijariwafa Bank,4
8/14/2024 1:27:06,Je suis intéressé(e) par une autre banque,Société Générale,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Mauvais service client,Peu importants,Application mobile,Banque Populaire,4
8/14/2024 1:27:06,Je suis intéressé(e) par une autre banque,Société Générale,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Mauvais service client,Peu importants,Application mobile,Société Générale,4
8/14/2024 1:27:06,Je suis intéressé(e) par une autre banque,Société Générale,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Mauvais service client,Peu importants,Application mobile,Crédit du Maroc,4
8/14/2024 1:27:06,Je suis intéressé(e) par une autre banque,Société Générale,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Mauvais service client,Peu importants,Application mobile,CIH,4
8/15/2024 0:09:12,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Neutre,Compte courant,Très important,Peu influencé,Plus d'options de compte,Très importante,Gestion complète du compte,Très important,Bonne,Emplacements plus pratiques,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,En personne,Attijariwafa Bank,5
8/15/2024 9:01:56,Je suis intéressé(e) par une autre banque,CIH,Fes-Meknes,Frais bas,Très influents,Compte courant,Neutre,Très influencé,Frais plus bas,Très importante,Gestion complète du compte,Important,Bonne,Frais plus bas,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Taux de change ,Importants,Par téléphone,Banque Populaire,3
8/15/2024 9:01:56,Je suis intéressé(e) par une autre banque,CIH,Fes-Meknes,Frais bas,Très influents,Compte courant,Neutre,Très influencé,Frais plus bas,Très importante,Gestion complète du compte,Important,Bonne,Frais plus bas,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Neutre,Comptes courants,Neutre,Taux de change ,Importants,Par téléphone,CIH,3
8/15/2024 9:15:14,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte courant,Important,Influencé,Frais plus bas,Très importante,Gestion complète du compte,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Très probable,Comptes d'épargne,Influencé,Mauvais service client,Très importants,Application mobile,Attijariwafa Bank,7
8/15/2024 9:15:14,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte courant,Important,Influencé,Frais plus bas,Très importante,Gestion complète du compte,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Très probable,Comptes d'épargne,Influencé,Mauvais service client,Très importants,Application mobile,Société Générale,7
8/15/2024 9:22:39,Je suis intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Bon service client,Peu influents,Compte courant,Très important,Peu influencé,Taux d'intérêt compétitifs,Peu importante,Intégration d'application mobile,Important,Neutre,Emplacements plus pratiques,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Importants,Chat en ligne,Banque Populaire,5
8/15/2024 9:22:39,Je suis intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Bon service client,Peu influents,Compte courant,Très important,Peu influencé,Taux d'intérêt compétitifs,Peu importante,Intégration d'application mobile,Important,Neutre,Emplacements plus pratiques,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Importants,Chat en ligne,BMCE Bank of Africa,5
8/15/2024 9:36:47,Je suis intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Plus d'options de compte,Importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,Attijariwafa Bank,8
8/15/2024 9:36:47,Je suis intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Bon service client,Influents,Compte courant,Très important,Influencé,Plus d'options de compte,Importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,Banque Populaire,8
8/15/2024 10:16:48,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Frais bas,Très influents,Compte courant,Très important,Très influencé,Taux d'intérêt compétitifs,Très importante,Navigation facile,Très important,Excellente,Frais plus bas,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Très influencé,Frais élevés,Très importants,En personne,Attijariwafa Bank,0
8/15/2024 10:18:14,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Fonctionnalités en ligne,Peu influents,Compte courant,Important,Peu influencé,Les services en ligne,Très importante,Les services de consultation et transactionnelle ,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Excellent service client,Peu probable,Comptes courants,Neutre,RAS,Très importants,Par téléphone,RAS,1
8/15/2024 10:18:15,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Frais bas,Très influents,Compte courant,Important,Influencé,Taux d'intérêt compétitifs,Importante,Intégration d'application mobile,Important,Bonne,Frais plus bas,"Oui, des préoccupations liées au service",Frais et taux compétitifs,Neutre,Comptes courants,Influencé,Mauvais service client,Neutre,Par téléphone,Attijariwafa Bank,6
8/15/2024 10:18:15,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Frais bas,Très influents,Compte courant,Important,Influencé,Taux d'intérêt compétitifs,Importante,Intégration d'application mobile,Important,Bonne,Frais plus bas,"Oui, des préoccupations liées au service",Frais et taux compétitifs,Neutre,Comptes courants,Influencé,Mauvais service client,Neutre,Par téléphone,Banque Populaire,6
8/15/2024 10:44:41,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte courant,Important,Neutre,Plus d'options de compte,Neutre,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Neutre,En personne,BMCE Bank of Africa,7
8/15/2024 10:44:41,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte courant,Important,Neutre,Plus d'options de compte,Neutre,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Neutre,En personne,CIH,7
8/15/2024 11:00:22,Je suis intéressé(e) par une autre banque,CIH,Drâa-Tafilalet,Bon service client,Neutre,Compte courant,Peu important,Neutre,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Neutre,Comptes courants,Influencé,Mauvais service client,Importants,En personne,Attijariwafa Bank,7
8/15/2024 11:22:21,Je suis intéressé(e) par une autre banque,Barid banque,Beni Mellal-Khenifra,Bon service client,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Très important,Neutre,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,Par téléphone,CIH,5
8/15/2024 11:27:33,Je suis intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,code 30,Pas influents du tout,Compte courant,Peu important,Influencé,Plus d'options de compte,Neutre,Gestion complète du compte,Important,Neutre,Frais plus bas,Aucune préoccupation,Excellent service client,Très improbable,Banque d'affaires,Pas influencé du tout,Mauvais service client,Peu importants,Application mobile,Attijariwafa Bank,4
8/15/2024 12:16:08,Je suis intéressé(e) par une autre banque,Banque Populaire,Beni Mellal-Khenifra,Bon service client,Très influents,Compte d'épargne,Très important,Influencé,Frais plus bas,Très importante,Navigation facile,Très important,Excellente,Frais plus bas,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Très probable,Comptes d'épargne,Très influencé,Mauvais service client,Très importants,Par téléphone,Attijariwafa Bank,7
8/15/2024 12:16:08,Je suis intéressé(e) par une autre banque,Banque Populaire,Beni Mellal-Khenifra,Bon service client,Très influents,Compte d'épargne,Très important,Influencé,Frais plus bas,Très importante,Navigation facile,Très important,Excellente,Frais plus bas,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Très probable,Comptes d'épargne,Très influencé,Mauvais service client,Très importants,Par téléphone,BMCE Bank of Africa,7
8/15/2024 12:33:58,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Neutre,Compte d'épargne,Très important,Influencé,Frais plus bas,Importante,Haute sécurité,Très important,Neutre,Frais plus bas,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Importants,En personne,Attijariwafa Bank,5
8/15/2024 13:19:17,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Neutre,Compte courant,Très important,Pas influencé du tout,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Neutre,la sécurité ,Très importants,En personne,Attijariwafa Bank,10
8/15/2024 13:52:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Importante,Haute sécurité,Important,Mauvaise,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Probable,Comptes d'épargne,Influencé,Mauvais service client,Importants,Application mobile,BMCE Bank of Africa,4
8/15/2024 14:31:18,Je suis intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Important,Neutre,Plus d'options de compte,Très importante,Navigation facile,Très important,Excellente,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très improbable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,CIH,0
8/15/2024 14:31:18,Je suis intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Important,Neutre,Plus d'options de compte,Très importante,Navigation facile,Très important,Excellente,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très improbable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,CFG Bank,0
8/15/2024 14:33:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Neutre,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Important,Neutre,Frais plus bas,"Oui, des préoccupations liées aux frais",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Neutre,Par email,CIH,5
8/15/2024 14:42:03,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Très influents,Compte courant,Très important,Très influencé,Taux d'intérêt compétitifs,Importante,Navigation facile,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Prêts et crédit,Influencé,Mauvais service client,Très importants,En personne,Attijariwafa Bank,3
8/15/2024 15:34:11,Je suis intéressé(e) par une autre banque,CIH,Souss-Massa,Bon service client,Neutre,Compte courant,Important,Pas influencé du tout,Frais plus bas,Très importante,Navigation facile,Très important,Bonne,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,Chat en ligne,Umnia bank,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,Société Générale,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,BMCI BNP Paribas,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,CFG Bank,7
8/15/2024 15:46:15,Je suis intéressé(e) par une autre banque,Crédit du Maroc,Fes-Meknes,Bon service client,Très influents,Compte d'épargne,Important,Influencé,Frais plus bas,Importante,Intégration d'application mobile,Très important,Neutre,Frais plus bas,"Oui, des préoccupations liées aux frais",Produits financiers complets,Neutre,Prêts et crédit,Neutre,Fonctionnalités limitées de banque en ligne,Importants,En personne,TBD,6
8/15/2024 15:48:38,Je suis intéressé(e) par une autre banque,CIH,Beni Mellal-Khenifra,Fonctionnalités en ligne,Très influents,Compte d'épargne,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées aux frais",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Importants,Par téléphone,Crédit du Maroc,10
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,Attijariwafa Bank,7
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,Banque Populaire,7
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,CFG Bank,7
